AREAID,NAMECN,CITYID,DISTRICTCN,PROVID,PROVCN
101120708,泗水,1011207,济宁,10112,山东
101120709,梁山,1011207,济宁,10112,山东
101120710,曲阜,1011207,济宁,10112,山东
101120711,邹城,1011207,济宁,10112,山东
101120801,泰安,1011208,泰安,10112,山东
101120802,新泰,1011208,泰安,10112,山东
101120804,肥城,1011208,泰安,10112,山东
101120805,东平,1011208,泰安,10112,山东
101120806,宁阳,1011208,泰安,10112,山东
101120901,临沂,1011209,临沂,10112,山东
101120902,莒南,1011209,临沂,10112,山东
101120903,沂南,1011209,临沂,10112,山东
101120904,兰陵,1011209,临沂,10112,山东
101120905,临沭,1011209,临沂,10112,山东
101120906,郯城,1011209,临沂,10112,山东
101120907,蒙阴,1011209,临沂,10112,山东
101120908,平邑,1011209,临沂,10112,山东
101120909,费县,1011209,临沂,10112,山东
101120910,沂水,1011209,临沂,10112,山东
101121001,菏泽,1011210,菏泽,10112,山东
101121002,鄄城,1011210,菏泽,10112,山东
101121003,郓城,1011210,菏泽,10112,山东
101121004,东明,1011210,菏泽,10112,山东
101121005,定陶,1011210,菏泽,10112,山东
101121006,巨野,1011210,菏泽,10112,山东
101121007,曹县,1011210,菏泽,10112,山东
101121008,成武,1011210,菏泽,10112,山东
101121009,单县,1011210,菏泽,10112,山东
101121101,滨州,1011211,滨州,10112,山东
101121102,博兴,1011211,滨州,10112,山东
101121103,无棣,1011211,滨州,10112,山东
101121104,阳信,1011211,滨州,10112,山东
101121105,惠民,1011211,滨州,10112,山东
101121106,沾化,1011211,滨州,10112,山东
101121107,邹平,1011211,滨州,10112,山东
101121201,东营,1011212,东营,10112,山东
101121202,河口,1011212,东营,10112,山东
101121203,垦利,1011212,东营,10112,山东
101121204,利津,1011212,东营,10112,山东
101121205,广饶,1011212,东营,10112,山东
101121301,威海,1011213,威海,10112,山东
101121302,文登,1011213,威海,10112,山东
101121303,荣成,1011213,威海,10112,山东
101121304,乳山,1011213,威海,10112,山东
101121305,成山头,1011213,威海,10112,山东
101121306,石岛,1011213,威海,10112,山东
101121401,枣庄,1011214,枣庄,10112,山东
101121402,薛城,1011214,枣庄,10112,山东
101121403,峄城,1011214,枣庄,10112,山东
101121404,台儿庄,1011214,枣庄,10112,山东
101121405,滕州,1011214,枣庄,10112,山东
101121501,日照,1011215,日照,10112,山东
101121502,五莲,1011215,日照,10112,山东
101121503,莒县,1011215,日照,10112,山东
101121601,莱芜,1011216,莱芜,10112,山东
101121701,聊城,1011217,聊城,10112,山东
101121702,冠县,1011217,聊城,10112,山东
101121703,阳谷,1011217,聊城,10112,山东
101121704,高唐,1011217,聊城,10112,山东
101121705,茌平,1011217,聊城,10112,山东
101121706,东阿,1011217,聊城,10112,山东
101121707,临清,1011217,聊城,10112,山东
101121709,莘县,1011217,聊城,10112,山东
101130101,乌鲁木齐,1011301,乌鲁木齐,10113,新疆
101130103,小渠子,1011301,乌鲁木齐,10113,新疆
101130105,达坂城,1011301,乌鲁木齐,10113,新疆
101130108,乌鲁木齐牧试站,1011301,乌鲁木齐,10113,新疆
101130109,天池,1011301,乌鲁木齐,10113,新疆
101130110,白杨沟,1011301,乌鲁木齐,10113,新疆
101130201,克拉玛依,1011302,克拉玛依,10113,新疆
101130202,乌尔禾,1011302,克拉玛依,10113,新疆
101130203,白碱滩,1011302,克拉玛依,10113,新疆
101130301,石河子,1011303,石河子,10113,新疆
101130302,炮台,1011303,石河子,10113,新疆
101130303,莫索湾,1011303,石河子,10113,新疆
101130401,昌吉,1011304,昌吉,10113,新疆
101130402,呼图壁,1011304,昌吉,10113,新疆
101130403,米泉,1011304,昌吉,10113,新疆
101130404,阜康,1011304,昌吉,10113,新疆
101130405,吉木萨尔,1011304,昌吉,10113,新疆
101130406,奇台,1011304,昌吉,10113,新疆
101130407,玛纳斯,1011304,昌吉,10113,新疆
101130408,木垒,1011304,昌吉,10113,新疆
101130409,蔡家湖,1011304,昌吉,10113,新疆
101130501,吐鲁番,1011305,吐鲁番,10113,新疆
101130502,托克逊,1011305,吐鲁番,10113,新疆
101130504,鄯善,1011305,吐鲁番,10113,新疆
101130601,库尔勒,1011306,巴音郭楞,10113,新疆
101130602,轮台,1011306,巴音郭楞,10113,新疆
101130603,尉犁,1011306,巴音郭楞,10113,新疆
101130604,若羌,1011306,巴音郭楞,10113,新疆
101130605,且末,1011306,巴音郭楞,10113,新疆
101130606,和静,1011306,巴音郭楞,10113,新疆
101130607,焉耆,1011306,巴音郭楞,10113,新疆
101130608,和硕,1011306,巴音郭楞,10113,新疆
101130610,巴音布鲁克,1011306,巴音郭楞,10113,新疆
101130611,铁干里克,1011306,巴音郭楞,10113,新疆
101130612,博湖,1011306,巴音郭楞,10113,新疆
101130613,塔中,1011306,巴音郭楞,10113,新疆
101130614,巴仑台,1011306,巴音郭楞,10113,新疆
101130701,阿拉尔,1011307,阿拉尔,10113,新疆
101130801,阿克苏,1011308,阿克苏,10113,新疆
101130802,乌什,1011308,阿克苏,10113,新疆
101130803,温宿,1011308,阿克苏,10113,新疆
101130804,拜城,1011308,阿克苏,10113,新疆
101130805,新和,1011308,阿克苏,10113,新疆
101130806,沙雅,1011308,阿克苏,10113,新疆
101130807,库车,1011308,阿克苏,10113,新疆
101130808,柯坪,1011308,阿克苏,10113,新疆
101130809,阿瓦提,1011308,阿克苏,10113,新疆
101130901,喀什,1011309,喀什,10113,新疆
101130902,英吉沙,1011309,喀什,10113,新疆
101130903,塔什库尔干,1011309,喀什,10113,新疆
101130904,麦盖提,1011309,喀什,10113,新疆
101130905,莎车,1011309,喀什,10113,新疆
101130906,叶城,1011309,喀什,10113,新疆
101130907,泽普,1011309,喀什,10113,新疆
101130908,巴楚,1011309,喀什,10113,新疆
101130909,岳普湖,1011309,喀什,10113,新疆
101130910,伽师,1011309,喀什,10113,新疆
101130911,疏附,1011309,喀什,10113,新疆
101130912,疏勒,1011309,喀什,10113,新疆
101131001,伊宁,1011310,伊犁,10113,新疆
101131002,察布查尔,1011310,伊犁,10113,新疆
101131003,尼勒克,1011310,伊犁,10113,新疆
101131004,伊宁县,1011310,伊犁,10113,新疆
101131005,巩留,1011310,伊犁,10113,新疆
101131006,新源,1011310,伊犁,10113,新疆
101131007,昭苏,1011310,伊犁,10113,新疆
101131008,特克斯,1011310,伊犁,10113,新疆
101131009,霍城,1011310,伊犁,10113,新疆
101131010,霍尔果斯,1011310,伊犁,10113,新疆
101131011,奎屯,1011310,伊犁,10113,新疆
101131101,塔城,1011311,塔城,10113,新疆
101131102,裕民,1011311,塔城,10113,新疆
101131103,额敏,1011311,塔城,10113,新疆
101131104,和布克赛尔,1011311,塔城,10113,新疆
101131105,托里,1011311,塔城,10113,新疆
101131106,乌苏,1011311,塔城,10113,新疆
101131107,沙湾,1011311,塔城,10113,新疆
101131201,哈密,1011312,哈密,10113,新疆
101131203,巴里坤,1011312,哈密,10113,新疆
101131204,伊吾,1011312,哈密,10113,新疆
101131301,和田,1011313,和田,10113,新疆
101131302,皮山,1011313,和田,10113,新疆
101131303,策勒,1011313,和田,10113,新疆
101131304,墨玉,1011313,和田,10113,新疆
101131305,洛浦,1011313,和田,10113,新疆
101131306,民丰,1011313,和田,10113,新疆
101131307,于田,1011313,和田,10113,新疆
101131401,阿勒泰,1011314,阿勒泰,10113,新疆
101131402,哈巴河,1011314,阿勒泰,10113,新疆
101131405,吉木乃,1011314,阿勒泰,10113,新疆
101131406,布尔津,1011314,阿勒泰,10113,新疆
101131407,福海,1011314,阿勒泰,10113,新疆
101131408,富蕴,1011314,阿勒泰,10113,新疆
101131409,青河,1011314,阿勒泰,10113,新疆
101131501,阿图什,1011315,克州,10113,新疆
101131502,乌恰,1011315,克州,10113,新疆
101131503,阿克陶,1011315,克州,10113,新疆
101131504,阿合奇,1011315,克州,10113,新疆
101131601,博乐,1011316,博尔塔拉,10113,新疆
101131602,温泉,1011316,博尔塔拉,10113,新疆
101131603,精河,1011316,博尔塔拉,10113,新疆
101131606,阿拉山口,1011316,博尔塔拉,10113,新疆
101140101,拉萨,1011401,拉萨,10114,西藏
101140102,当雄,1011401,拉萨,10114,西藏
101140103,尼木,1011401,拉萨,10114,西藏
101140104,林周,1011401,拉萨,10114,西藏
101140105,堆龙德庆,1011401,拉萨,10114,西藏
101140106,曲水,1011401,拉萨,10114,西藏
101140107,达孜,1011401,拉萨,10114,西藏
101140108,墨竹工卡,1011401,拉萨,10114,西藏
101140201,日喀则,1011402,日喀则,10114,西藏
101140202,拉孜,1011402,日喀则,10114,西藏
101140203,南木林,1011402,日喀则,10114,西藏
101140204,聂拉木,1011402,日喀则,10114,西藏
101140205,定日,1011402,日喀则,10114,西藏
101140206,江孜,1011402,日喀则,10114,西藏
101140207,帕里,1011402,日喀则,10114,西藏
101140208,仲巴,1011402,日喀则,10114,西藏
101140209,萨嘎,1011402,日喀则,10114,西藏
101140210,吉隆,1011402,日喀则,10114,西藏
101140211,昂仁,1011402,日喀则,10114,西藏
101140212,定结,1011402,日喀则,10114,西藏
101140213,萨迦,1011402,日喀则,10114,西藏
101140214,谢通门,1011402,日喀则,10114,西藏
101140216,岗巴,1011402,日喀则,10114,西藏
101140217,白朗,1011402,日喀则,10114,西藏
101140218,亚东,1011402,日喀则,10114,西藏
101140219,康马,1011402,日喀则,10114,西藏
101140220,仁布,1011402,日喀则,10114,西藏
101140301,山南,1011403,山南,10114,西藏
101140302,贡嘎,1011403,山南,10114,西藏
101140303,札囊,1011403,山南,10114,西藏
101140304,加查,1011403,山南,10114,西藏
101140305,浪卡子,1011403,山南,10114,西藏
101140306,错那,1011403,山南,10114,西藏
101140307,隆子,1011403,山南,10114,西藏
101140308,泽当,1011403,山南,10114,西藏
101140309,乃东,1011403,山南,10114,西藏
101140310,桑日,1011403,山南,10114,西藏
101140311,洛扎,1011403,山南,10114,西藏
101140312,措美,1011403,山南,10114,西藏
101140313,琼结,1011403,山南,10114,西藏
101140314,曲松,1011403,山南,10114,西藏
101140401,林芝,1011404,林芝,10114,西藏
101140402,波密,1011404,林芝,10114,西藏
101140403,米林,1011404,林芝,10114,西藏
101140404,察隅,1011404,林芝,10114,西藏
101140405,工布江达,1011404,林芝,10114,西藏
101140406,朗县,1011404,林芝,10114,西藏
101140407,墨脱,1011404,林芝,10114,西藏
101140501,昌都,1011405,昌都,10114,西藏
101140502,丁青,1011405,昌都,10114,西藏
101140503,边坝,1011405,昌都,10114,西藏
101140504,洛隆,1011405,昌都,10114,西藏
101140505,左贡,1011405,昌都,10114,西藏
101140506,芒康,1011405,昌都,10114,西藏
101140507,类乌齐,1011405,昌都,10114,西藏
101140508,八宿,1011405,昌都,10114,西藏
101140509,江达,1011405,昌都,10114,西藏
101140510,察雅,1011405,昌都,10114,西藏
101140511,贡觉,1011405,昌都,10114,西藏
101140601,那曲,1011406,那曲,10114,西藏
101140602,尼玛,1011406,那曲,10114,西藏
101140603,嘉黎,1011406,那曲,10114,西藏
101140604,班戈,1011406,那曲,10114,西藏
101140605,安多,1011406,那曲,10114,西藏
101140606,索县,1011406,那曲,10114,西藏
101140607,聂荣,1011406,那曲,10114,西藏
101140608,巴青,1011406,那曲,10114,西藏
101140609,比如,1011406,那曲,10114,西藏
101140610,双湖,1011406,那曲,10114,西藏
101140701,阿里,1011407,阿里,10114,西藏
101140702,改则,1011407,阿里,10114,西藏
101140703,申扎,1011407,阿里,10114,西藏
101140704,狮泉河,1011407,阿里,10114,西藏
101140705,普兰,1011407,阿里,10114,西藏
101140706,札达,1011407,阿里,10114,西藏
101140707,噶尔,1011407,阿里,10114,西藏
101140708,日土,1011407,阿里,10114,西藏
101140709,革吉,1011407,阿里,10114,西藏
101140710,措勤,1011407,阿里,10114,西藏
101150101,西宁,1011501,西宁,10115,青海
101150102,大通,1011501,西宁,10115,青海
101150103,湟源,1011501,西宁,10115,青海
101150104,湟中,1011501,西宁,10115,青海
101150201,海东,1011502,海东,10115,青海
101150202,乐都,1011502,海东,10115,青海
101150203,民和,1011502,海东,10115,青海
101150204,互助,1011502,海东,10115,青海
101150205,化隆,1011502,海东,10115,青海
101150206,循化,1011502,海东,10115,青海
101150207,冷湖,1011502,海东,10115,青海
101150208,平安,1011502,海东,10115,青海
101150301,黄南,1011503,黄南,10115,青海
101150302,尖扎,1011503,黄南,10115,青海
101150303,泽库,1011503,黄南,10115,青海
101150304,河南,1011503,黄南,10115,青海
101150305,同仁,1011503,黄南,10115,青海
101150401,海南,1011504,海南,10115,青海
101150404,贵德,1011504,海南,10115,青海
101150406,兴海,1011504,海南,10115,青海
101150407,贵南,1011504,海南,10115,青海
101150408,同德,1011504,海南,10115,青海
101150409,共和,1011504,海南,10115,青海
101150501,果洛,1011505,果洛,10115,青海
101150502,班玛,1011505,果洛,10115,青海
101150503,甘德,1011505,果洛,10115,青海
101150504,达日,1011505,果洛,10115,青海
101150505,久治,1011505,果洛,10115,青海
101150506,玛多,1011505,果洛,10115,青海
101150508,玛沁,1011505,果洛,10115,青海
101150601,玉树,1011506,玉树,10115,青海
101150602,称多,1011506,玉树,10115,青海
101150603,治多,1011506,玉树,10115,青海
101150604,杂多,1011506,玉树,10115,青海
101150605,囊谦,1011506,玉树,10115,青海
101150606,曲麻莱,1011506,玉树,10115,青海
101150701,海西,1011507,海西,10115,青海
101150708,天峻,1011507,海西,10115,青海
101150709,乌兰,1011507,海西,10115,青海
101150712,茫崖,1011507,海西,10115,青海
101150713,大柴旦,1011507,海西,10115,青海
101150716,德令哈,1011507,海西,10115,青海
101150801,海北,1011508,海北,10115,青海
101150802,门源,1011508,海北,10115,青海
101150803,祁连,1011508,海北,10115,青海
101150804,海晏,1011508,海北,10115,青海
101150806,刚察,1011508,海北,10115,青海
101150901,格尔木,1011509,格尔木,10115,青海
101150902,都兰,1011509,格尔木,10115,青海
101160101,兰州,1011601,兰州,10116,甘肃
101160102,皋兰,1011601,兰州,10116,甘肃
101160103,永登,1011601,兰州,10116,甘肃
101160104,榆中,1011601,兰州,10116,甘肃
101160201,定西,1011602,定西,10116,甘肃
101160202,通渭,1011602,定西,10116,甘肃
101160203,陇西,1011602,定西,10116,甘肃
101160204,渭源,1011602,定西,10116,甘肃
101160205,临洮,1011602,定西,10116,甘肃
101160206,漳县,1011602,定西,10116,甘肃
101160207,岷县,1011602,定西,10116,甘肃
101160208,安定,1011602,定西,10116,甘肃
101160301,平凉,1011603,平凉,10116,甘肃
101160302,泾川,1011603,平凉,10116,甘肃
101160303,灵台,1011603,平凉,10116,甘肃
101160304,崇信,1011603,平凉,10116,甘肃
101160305,华亭,1011603,平凉,10116,甘肃
101160306,庄浪,1011603,平凉,10116,甘肃
101160307,静宁,1011603,平凉,10116,甘肃
101160308,崆峒,1011603,平凉,10116,甘肃
101160401,庆阳,1011604,庆阳,10116,甘肃
101160403,环县,1011604,庆阳,10116,甘肃
101160404,华池,1011604,庆阳,10116,甘肃
101160405,合水,1011604,庆阳,10116,甘肃
101160406,正宁,1011604,庆阳,10116,甘肃
101160407,宁县,1011604,庆阳,10116,甘肃
101160408,镇原,1011604,庆阳,10116,甘肃
101160409,庆城,1011604,庆阳,10116,甘肃
101160501,武威,1011605,武威,10116,甘肃
101160502,民勤,1011605,武威,10116,甘肃
101160503,古浪,1011605,武威,10116,甘肃
101160505,天祝,1011605,武威,10116,甘肃
101160601,金昌,1011606,金昌,10116,甘肃
101160602,永昌,1011606,金昌,10116,甘肃
101160701,张掖,1011607,张掖,10116,甘肃
101160702,肃南,1011607,张掖,10116,甘肃
101160703,民乐,1011607,张掖,10116,甘肃
101160704,临泽,1011607,张掖,10116,甘肃
101160705,高台,1011607,张掖,10116,甘肃
101160706,山丹,1011607,张掖,10116,甘肃
101160801,酒泉,1011608,酒泉,10116,甘肃
101160803,金塔,1011608,酒泉,10116,甘肃
101160804,阿克塞,1011608,酒泉,10116,甘肃
101160805,瓜州,1011608,酒泉,10116,甘肃
101160806,肃北,1011608,酒泉,10116,甘肃
101160807,玉门,1011608,酒泉,10116,甘肃
101160808,敦煌,1011608,酒泉,10116,甘肃
101160901,天水,1011609,天水,10116,甘肃
101160903,清水,1011609,天水,10116,甘肃
101160904,秦安,1011609,天水,10116,甘肃
101160905,甘谷,1011609,天水,10116,甘肃
101160906,武山,1011609,天水,10116,甘肃
101160907,张家川,1011609,天水,10116,甘肃
101160908,麦积,1011609,天水,10116,甘肃
101161001,武都,1011610,陇南,10116,甘肃
101161002,成县,1011610,陇南,10116,甘肃
101161003,文县,1011610,陇南,10116,甘肃
101161004,宕昌,1011610,陇南,10116,甘肃
101161005,康县,1011610,陇南,10116,甘肃
101161006,西和,1011610,陇南,10116,甘肃
101161007,礼县,1011610,陇南,10116,甘肃
101161008,徽县,1011610,陇南,10116,甘肃
101161009,两当,1011610,陇南,10116,甘肃
101161101,临夏,1011611,临夏,10116,甘肃
101161102,康乐,1011611,临夏,10116,甘肃
101161103,永靖,1011611,临夏,10116,甘肃
101161104,广河,1011611,临夏,10116,甘肃
101161105,和政,1011611,临夏,10116,甘肃
101161106,东乡,1011611,临夏,10116,甘肃
101161107,积石山,1011611,临夏,10116,甘肃
101161201,合作,1011612,甘南,10116,甘肃
101161202,临潭,1011612,甘南,10116,甘肃
101161203,卓尼,1011612,甘南,10116,甘肃
101161204,舟曲,1011612,甘南,10116,甘肃
101161205,迭部,1011612,甘南,10116,甘肃
101161206,玛曲,1011612,甘南,10116,甘肃
101161207,碌曲,1011612,甘南,10116,甘肃
101161208,夏河,1011612,甘南,10116,甘肃
101161301,白银,1011613,白银,10116,甘肃
101161302,靖远,1011613,白银,10116,甘肃
101161303,会宁,1011613,白银,10116,甘肃
101161304,平川,1011613,白银,10116,甘肃
101161305,景泰,1011613,白银,10116,甘肃
101161401,嘉峪关,1011614,嘉峪关,10116,甘肃
101170101,银川,1011701,银川,10117,宁夏
101170102,永宁,1011701,银川,10117,宁夏
101170103,灵武,1011701,银川,10117,宁夏
101170104,贺兰,1011701,银川,10117,宁夏
101170201,石嘴山,1011702,石嘴山,10117,宁夏
101170202,惠农,1011702,石嘴山,10117,宁夏
101170203,平罗,1011702,石嘴山,10117,宁夏
101170204,陶乐,1011702,石嘴山,10117,宁夏
101170301,吴忠,1011703,吴忠,10117,宁夏
101170302,同心,1011703,吴忠,10117,宁夏
101170303,盐池,1011703,吴忠,10117,宁夏
101170306,青铜峡,1011703,吴忠,10117,宁夏
101170401,固原,1011704,固原,10117,宁夏
101170402,西吉,1011704,固原,10117,宁夏
101170403,隆德,1011704,固原,10117,宁夏
101170404,泾源,1011704,固原,10117,宁夏
101170406,彭阳,1011704,固原,10117,宁夏
101170501,中卫,1011705,中卫,10117,宁夏
101170502,中宁,1011705,中卫,10117,宁夏
101170504,海原,1011705,中卫,10117,宁夏
101180101,郑州,1011801,郑州,10118,河南
101180102,巩义,1011801,郑州,10118,河南
101180103,荥阳,1011801,郑州,10118,河南
101180104,登封,1011801,郑州,10118,河南
101180105,新密,1011801,郑州,10118,河南
101180106,新郑,1011801,郑州,10118,河南
101180107,中牟,1011801,郑州,10118,河南
101180108,上街,1011801,郑州,10118,河南
101180201,安阳,1011802,安阳,10118,河南
101180202,汤阴,1011802,安阳,10118,河南
101180203,滑县,1011802,安阳,10118,河南
101180204,内黄,1011802,安阳,10118,河南
101180205,林州,1011802,安阳,10118,河南
101180301,新乡,1011803,新乡,10118,河南
101180302,获嘉,1011803,新乡,10118,河南
101180303,原阳,1011803,新乡,10118,河南
101180304,辉县,1011803,新乡,10118,河南
101180305,卫辉,1011803,新乡,10118,河南
101180306,延津,1011803,新乡,10118,河南
101180307,封丘,1011803,新乡,10118,河南
101180308,长垣,1011803,新乡,10118,河南
101180401,许昌,1011804,许昌,10118,河南
101180402,鄢陵,1011804,许昌,10118,河南
101180403,襄城,1011804,许昌,10118,河南
101180404,长葛,1011804,许昌,10118,河南
101180405,禹州,1011804,许昌,10118,河南
101180501,平顶山,1011805,平顶山,10118,河南
101180502,郏县,1011805,平顶山,10118,河南
101180503,宝丰,1011805,平顶山,10118,河南
101180504,汝州,1011805,平顶山,10118,河南
101180505,叶县,1011805,平顶山,10118,河南
101180506,舞钢,1011805,平顶山,10118,河南
101180507,鲁山,1011805,平顶山,10118,河南
101180508,石龙,1011805,平顶山,10118,河南
101180601,信阳,1011806,信阳,10118,河南
101180602,息县,1011806,信阳,10118,河南
101180603,罗山,1011806,信阳,10118,河南
101180604,光山,1011806,信阳,10118,河南
101180605,新县,1011806,信阳,10118,河南
101180606,淮滨,1011806,信阳,10118,河南
101180607,潢川,1011806,信阳,10118,河南
101180608,固始,1011806,信阳,10118,河南
101180609,商城,1011806,信阳,10118,河南
101180701,南阳,1011807,南阳,10118,河南
101180702,南召,1011807,南阳,10118,河南
101180703,方城,1011807,南阳,10118,河南
101180704,社旗,1011807,南阳,10118,河南
101180705,西峡,1011807,南阳,10118,河南
101180706,内乡,1011807,南阳,10118,河南
101180707,镇平,1011807,南阳,10118,河南
101180708,淅川,1011807,南阳,10118,河南
101180709,新野,1011807,南阳,10118,河南
101180710,唐河,1011807,南阳,10118,河南
101180711,邓州,1011807,南阳,10118,河南
101180712,桐柏,1011807,南阳,10118,河南
101180801,开封,1011808,开封,10118,河南
101180802,杞县,1011808,开封,10118,河南
101180803,尉氏,1011808,开封,10118,河南
101180804,通许,1011808,开封,10118,河南
101180805,兰考,1011808,开封,10118,河南
101180901,洛阳,1011809,洛阳,10118,河南
101180902,新安,1011809,洛阳,10118,河南
101180903,孟津,1011809,洛阳,10118,河南
101180904,宜阳,1011809,洛阳,10118,河南
101180905,洛宁,1011809,洛阳,10118,河南
101180906,伊川,1011809,洛阳,10118,河南
101180907,嵩县,1011809,洛阳,10118,河南
101180908,偃师,1011809,洛阳,10118,河南
101180909,栾川,1011809,洛阳,10118,河南
101180910,汝阳,1011809,洛阳,10118,河南
101180911,吉利,1011809,洛阳,10118,河南
101181001,商丘,1011810,商丘,10118,河南
101181003,睢县,1011810,商丘,10118,河南
101181004,民权,1011810,商丘,10118,河南
101181005,虞城,1011810,商丘,10118,河南
101181006,柘城,1011810,商丘,10118,河南
101181007,宁陵,1011810,商丘,10118,河南
101181008,夏邑,1011810,商丘,10118,河南
101181009,永城,1011810,商丘,10118,河南
101181101,焦作,1011811,焦作,10118,河南
101181102,修武,1011811,焦作,10118,河南
101181103,武陟,1011811,焦作,10118,河南
101181104,沁阳,1011811,焦作,10118,河南
101181106,博爱,1011811,焦作,10118,河南
101181107,温县,1011811,焦作,10118,河南
101181108,孟州,1011811,焦作,10118,河南
101181201,鹤壁,1011812,鹤壁,10118,河南
101181202,浚县,1011812,鹤壁,10118,河南
101181203,淇县,1011812,鹤壁,10118,河南
101181301,濮阳,1011813,濮阳,10118,河南
101181302,台前,1011813,濮阳,10118,河南
101181303,南乐,1011813,濮阳,10118,河南
101181304,清丰,1011813,濮阳,10118,河南
101181305,范县,1011813,濮阳,10118,河南
101181401,周口,1011814,周口,10118,河南
101181402,扶沟,1011814,周口,10118,河南
101181403,太康,1011814,周口,10118,河南
101181404,淮阳,1011814,周口,10118,河南
101181405,西华,1011814,周口,10118,河南
101181406,商水,1011814,周口,10118,河南
101181407,项城,1011814,周口,10118,河南
101181408,郸城,1011814,周口,10118,河南
101181409,鹿邑,1011814,周口,10118,河南
101181410,沈丘,1011814,周口,10118,河南
101181501,漯河,1011815,漯河,10118,河南
101181502,临颍,1011815,漯河,10118,河南
101181503,舞阳,1011815,漯河,10118,河南
101181601,驻马店,1011816,驻马店,10118,河南
101181602,西平,1011816,驻马店,10118,河南
101181603,遂平,1011816,驻马店,10118,河南
101181604,上蔡,1011816,驻马店,10118,河南
101181605,汝南,1011816,驻马店,10118,河南
101181606,泌阳,1011816,驻马店,10118,河南
101181607,平舆,1011816,驻马店,10118,河南
101181608,新蔡,1011816,驻马店,10118,河南
101181609,确山,1011816,驻马店,10118,河南
101181610,正阳,1011816,驻马店,10118,河南
101181701,三门峡,1011817,三门峡,10118,河南
101181702,灵宝,1011817,三门峡,10118,河南
101181703,渑池,1011817,三门峡,10118,河南
101181704,卢氏,1011817,三门峡,10118,河南
101181705,义马,1011817,三门峡,10118,河南
101181706,陕县,1011817,三门峡,10118,河南
101181801,济源,1011818,济源,10118,河南
101190101,南京,1011901,南京,10119,江苏
101190102,溧水,1011901,南京,10119,江苏
101190103,高淳,1011901,南京,10119,江苏
101190104,江宁,1011901,南京,10119,江苏
101190105,六合,1011901,南京,10119,江苏
101190106,江浦,1011901,南京,10119,江苏
101190107,浦口,1011901,南京,10119,江苏
101190201,无锡,1011902,无锡,10119,江苏
101190202,江阴,1011902,无锡,10119,江苏
101190203,宜兴,1011902,无锡,10119,江苏
101190204,锡山,1011902,无锡,10119,江苏
101190301,镇江,1011903,镇江,10119,江苏
101190302,丹阳,1011903,镇江,10119,江苏
101190303,扬中,1011903,镇江,10119,江苏
101190304,句容,1011903,镇江,10119,江苏
101190305,丹徒,1011903,镇江,10119,江苏
101190401,苏州,1011904,苏州,10119,江苏
101190402,常熟,1011904,苏州,10119,江苏
101190403,张家港,1011904,苏州,10119,江苏
101190404,昆山,1011904,苏州,10119,江苏
101190405,吴中,1011904,苏州,10119,江苏
101190407,吴江,1011904,苏州,10119,江苏
101190408,太仓,1011904,苏州,10119,江苏
101190501,南通,1011905,南通,10119,江苏
101190502,海安,1011905,南通,10119,江苏
101190503,如皋,1011905,南通,10119,江苏
101190504,如东,1011905,南通,10119,江苏
101190507,启东,1011905,南通,10119,江苏
101190508,海门,1011905,南通,10119,江苏
101190509,通州,1011905,南通,10119,江苏
101190601,扬州,1011906,扬州,10119,江苏
101190602,宝应,1011906,扬州,10119,江苏
101190603,仪征,1011906,扬州,10119,江苏
101190604,高邮,1011906,扬州,10119,江苏
101190605,江都,1011906,扬州,10119,江苏
101190606,邗江,1011906,扬州,10119,江苏
101190701,盐城,1011907,盐城,10119,江苏
101190702,响水,1011907,盐城,10119,江苏
101190703,滨海,1011907,盐城,10119,江苏
101190704,阜宁,1011907,盐城,10119,江苏
101190705,射阳,1011907,盐城,10119,江苏
101190706,建湖,1011907,盐城,10119,江苏
101190707,东台,1011907,盐城,10119,江苏
101190708,大丰,1011907,盐城,10119,江苏
101190709,盐都,1011907,盐城,10119,江苏
101190801,徐州,1011908,徐州,10119,江苏
101190802,铜山,1011908,徐州,10119,江苏
101190803,丰县,1011908,徐州,10119,江苏
101190804,沛县,1011908,徐州,10119,江苏
101190805,邳州,1011908,徐州,10119,江苏
101190806,睢宁,1011908,徐州,10119,江苏
101190807,新沂,1011908,徐州,10119,江苏
101190901,淮安,1011909,淮安,10119,江苏
101190902,金湖,1011909,淮安,10119,江苏
101190903,盱眙,1011909,淮安,10119,江苏
101190904,洪泽,1011909,淮安,10119,江苏
101190905,涟水,1011909,淮安,10119,江苏
101190906,淮阴区,1011909,淮安,10119,江苏
101190908,淮安区,1011909,淮安,10119,江苏
101191001,连云港,1011910,连云港,10119,江苏
101191002,东海,1011910,连云港,10119,江苏
101191003,赣榆,1011910,连云港,10119,江苏
101191004,灌云,1011910,连云港,10119,江苏
101191005,灌南,1011910,连云港,10119,江苏
101191101,常州,1011911,常州,10119,江苏
101191102,溧阳,1011911,常州,10119,江苏
101191103,金坛,1011911,常州,10119,江苏
101191104,武进,1011911,常州,10119,江苏
101191201,泰州,1011912,泰州,10119,江苏
101191202,兴化,1011912,泰州,10119,江苏
101191203,泰兴,1011912,泰州,10119,江苏
101191204,姜堰,1011912,泰州,10119,江苏
101191205,靖江,1011912,泰州,10119,江苏
101191301,宿迁,1011913,宿迁,10119,江苏
101191302,沭阳,1011913,宿迁,10119,江苏
101191303,泗阳,1011913,宿迁,10119,江苏
101191304,泗洪,1011913,宿迁,10119,江苏
101191305,宿豫,1011913,宿迁,10119,江苏
