AREAID,NAMECN,CITYID,DISTRICTCN,PROVID,PROVCN
101200101,武汉,1012001,武汉,10120,湖北
101200102,蔡甸,1012001,武汉,10120,湖北
101200103,黄陂,1012001,武汉,10120,湖北
101200104,新洲,1012001,武汉,10120,湖北
101200105,江夏,1012001,武汉,10120,湖北
101200106,东西湖,1012001,武汉,10120,湖北
101200201,襄阳,1012002,襄阳,10120,湖北
101200202,襄州,1012002,襄阳,10120,湖北
101200203,保康,1012002,襄阳,10120,湖北
101200204,南漳,1012002,襄阳,10120,湖北
101200205,宜城,1012002,襄阳,10120,湖北
101200206,老河口,1012002,襄阳,10120,湖北
101200207,谷城,1012002,襄阳,10120,湖北
101200208,枣阳,1012002,襄阳,10120,湖北
101200301,鄂州,1012003,鄂州,10120,湖北
101200302,梁子湖,1012003,鄂州,10120,湖北
101200401,孝感,1012004,孝感,10120,湖北
101200402,安陆,1012004,孝感,10120,湖北
101200403,云梦,1012004,孝感,10120,湖北
101200404,大悟,1012004,孝感,10120,湖北
101200405,应城,1012004,孝感,10120,湖北
101200406,汉川,1012004,孝感,10120,湖北
101200407,孝昌,1012004,孝感,10120,湖北
101200501,黄冈,1012005,黄冈,10120,湖北
101200502,红安,1012005,黄冈,10120,湖北
101200503,麻城,1012005,黄冈,10120,湖北
101200504,罗田,1012005,黄冈,10120,湖北
101200505,英山,1012005,黄冈,10120,湖北
101200506,浠水,1012005,黄冈,10120,湖北
101200507,蕲春,1012005,黄冈,10120,湖北
101200508,黄梅,1012005,黄冈,10120,湖北
101200509,武穴,1012005,黄冈,10120,湖北
101200510,团风,1012005,黄冈,10120,湖北
101200601,黄石,1012006,黄石,10120,湖北
101200602,大冶,1012006,黄石,10120,湖北
101200603,阳新,1012006,黄石,10120,湖北
101200604,铁山,1012006,黄石,10120,湖北
101200605,下陆,1012006,黄石,10120,湖北
101200606,西塞山,1012006,黄石,10120,湖北
101200701,咸宁,1012007,咸宁,10120,湖北
101200702,赤壁,1012007,咸宁,10120,湖北
101200703,嘉鱼,1012007,咸宁,10120,湖北
101200704,崇阳,1012007,咸宁,10120,湖北
101200705,通城,1012007,咸宁,10120,湖北
101200706,通山,1012007,咸宁,10120,湖北
101200801,荆州,1012008,荆州,10120,湖北
101200802,江陵,1012008,荆州,10120,湖北
101200803,公安,1012008,荆州,10120,湖北
101200804,石首,1012008,荆州,10120,湖北
101200805,监利,1012008,荆州,10120,湖北
101200806,洪湖,1012008,荆州,10120,湖北
101200807,松滋,1012008,荆州,10120,湖北
101200901,宜昌,1012009,宜昌,10120,湖北
101200902,远安,1012009,宜昌,10120,湖北
101200903,秭归,1012009,宜昌,10120,湖北
101200904,兴山,1012009,宜昌,10120,湖北
101200906,五峰,1012009,宜昌,10120,湖北
101200907,当阳,1012009,宜昌,10120,湖北
101200908,长阳,1012009,宜昌,10120,湖北
101200909,宜都,1012009,宜昌,10120,湖北
101200910,枝江,1012009,宜昌,10120,湖北
101200911,三峡,1012009,宜昌,10120,湖北
101200912,夷陵,1012009,宜昌,10120,湖北
101201001,恩施,1012010,恩施,10120,湖北
101201002,利川,1012010,恩施,10120,湖北
101201003,建始,1012010,恩施,10120,湖北
101201004,咸丰,1012010,恩施,10120,湖北
101201005,宣恩,1012010,恩施,10120,湖北
101201006,鹤峰,1012010,恩施,10120,湖北
101201007,来凤,1012010,恩施,10120,湖北
101201008,巴东,1012010,恩施,10120,湖北
101201101,十堰,1012011,十堰,10120,湖北
101201102,竹溪,1012011,十堰,10120,湖北
101201103,郧西,1012011,十堰,10120,湖北
101201104,郧县,1012011,十堰,10120,湖北
101201105,竹山,1012011,十堰,10120,湖北
101201106,房县,1012011,十堰,10120,湖北
101201107,丹江口,1012011,十堰,10120,湖北
101201108,茅箭,1012011,十堰,10120,湖北
101201109,张湾,1012011,十堰,10120,湖北
101201201,神农架,1012012,神农架,10120,湖北
101201301,随州,1012013,随州,10120,湖北
101201302,广水,1012013,随州,10120,湖北
101201401,荆门,1012014,荆门,10120,湖北
101201402,钟祥,1012014,荆门,10120,湖北
101201403,京山,1012014,荆门,10120,湖北
101201404,掇刀,1012014,荆门,10120,湖北
101201405,沙洋,1012014,荆门,10120,湖北
101201406,沙市,1012014,荆州,10120,湖北
101201501,天门,1012015,天门,10120,湖北
101201601,仙桃,1012016,仙桃,10120,湖北
101201701,潜江,1012017,潜江,10120,湖北
101210101,杭州,1012101,杭州,10121,浙江
101210102,萧山,1012101,杭州,10121,浙江
101210103,桐庐,1012101,杭州,10121,浙江
101210104,淳安,1012101,杭州,10121,浙江
101210105,建德,1012101,杭州,10121,浙江
101210106,余杭,1012101,杭州,10121,浙江
101210107,临安,1012101,杭州,10121,浙江
101210108,富阳,1012101,杭州,10121,浙江
101210201,湖州,1012102,湖州,10121,浙江
101210202,长兴,1012102,湖州,10121,浙江
101210203,安吉,1012102,湖州,10121,浙江
101210204,德清,1012102,湖州,10121,浙江
101210301,嘉兴,1012103,嘉兴,10121,浙江
101210302,嘉善,1012103,嘉兴,10121,浙江
101210303,海宁,1012103,嘉兴,10121,浙江
101210304,桐乡,1012103,嘉兴,10121,浙江
101210305,平湖,1012103,嘉兴,10121,浙江
101210306,海盐,1012103,嘉兴,10121,浙江
101210401,宁波,1012104,宁波,10121,浙江
101210403,慈溪,1012104,宁波,10121,浙江
101210404,余姚,1012104,宁波,10121,浙江
101210405,奉化,1012104,宁波,10121,浙江
101210406,象山,1012104,宁波,10121,浙江
101210408,宁海,1012104,宁波,10121,浙江
101210410,北仑,1012104,宁波,10121,浙江
101210411,鄞州,1012104,宁波,10121,浙江
101210412,镇海,1012104,宁波,10121,浙江
101210501,越城,1012105,绍兴,10121,浙江
101210502,诸暨,1012105,绍兴,10121,浙江
101210503,上虞,1012105,绍兴,10121,浙江
101210504,新昌,1012105,绍兴,10121,浙江
101210505,嵊州,1012105,绍兴,10121,浙江
101210506,柯桥,1012105,绍兴,10121,浙江
101210601,台州,1012106,台州,10121,浙江
101210603,玉环,1012106,台州,10121,浙江
101210604,三门,1012106,台州,10121,浙江
101210605,天台,1012106,台州,10121,浙江
101210606,仙居,1012106,台州,10121,浙江
101210607,温岭,1012106,台州,10121,浙江
101210609,洪家,1012106,台州,10121,浙江
101210610,临海,1012106,台州,10121,浙江
101210611,椒江,1012106,台州,10121,浙江
101210612,黄岩,1012106,台州,10121,浙江
101210613,路桥,1012106,台州,10121,浙江
101210701,温州,1012107,温州,10121,浙江
101210702,泰顺,1012107,温州,10121,浙江
101210703,文成,1012107,温州,10121,浙江
101210704,平阳,1012107,温州,10121,浙江
101210705,瑞安,1012107,温州,10121,浙江
101210706,洞头,1012107,温州,10121,浙江
101210707,乐清,1012107,温州,10121,浙江
101210708,永嘉,1012107,温州,10121,浙江
101210709,苍南,1012107,温州,10121,浙江
101210801,丽水,1012108,丽水,10121,浙江
101210802,遂昌,1012108,丽水,10121,浙江
101210803,龙泉,1012108,丽水,10121,浙江
101210804,缙云,1012108,丽水,10121,浙江
101210805,青田,1012108,丽水,10121,浙江
101210806,云和,1012108,丽水,10121,浙江
101210807,庆元,1012108,丽水,10121,浙江
101210808,松阳,1012108,丽水,10121,浙江
101210809,景宁,1012108,丽水,10121,浙江
101210901,金华,1012109,金华,10121,浙江
101210902,浦江,1012109,金华,10121,浙江
101210903,兰溪,1012109,金华,10121,浙江
101210904,义乌,1012109,金华,10121,浙江
101210905,东阳,1012109,金华,10121,浙江
101210906,武义,1012109,金华,10121,浙江
101210907,永康,1012109,金华,10121,浙江
101210908,磐安,1012109,金华,10121,浙江
101211001,衢州,1012110,衢州,10121,浙江
101211002,常山,1012110,衢州,10121,浙江
101211003,开化,1012110,衢州,10121,浙江
101211004,龙游,1012110,衢州,10121,浙江
101211005,江山,1012110,衢州,10121,浙江
101211006,衢江,1012110,衢州,10121,浙江
101211101,舟山,1012111,舟山,10121,浙江
101211102,嵊泗,1012111,舟山,10121,浙江
101211104,岱山,1012111,舟山,10121,浙江
101211105,普陀,1012111,舟山,10121,浙江
101211106,定海,1012111,舟山,10121,浙江
101220101,合肥,1012201,合肥,10122,安徽
101220102,长丰,1012201,合肥,10122,安徽
101220103,肥东,1012201,合肥,10122,安徽
101220104,肥西,1012201,合肥,10122,安徽
101220105,巢湖,1012201,合肥,10122,安徽
101220106,庐江,1012201,合肥,10122,安徽
101220201,蚌埠,1012202,蚌埠,10122,安徽
101220202,怀远,1012202,蚌埠,10122,安徽
101220203,固镇,1012202,蚌埠,10122,安徽
101220204,五河,1012202,蚌埠,10122,安徽
101220301,芜湖,1012203,芜湖,10122,安徽
101220302,繁昌,1012203,芜湖,10122,安徽
101220303,芜湖县,1012203,芜湖,10122,安徽
101220304,南陵,1012203,芜湖,10122,安徽
101220305,无为,1012203,芜湖,10122,安徽
101220401,淮南,1012204,淮南,10122,安徽
101220402,凤台,1012204,淮南,10122,安徽
101220403,潘集,1012204,淮南,10122,安徽
101220501,马鞍山,1012205,马鞍山,10122,安徽
101220502,当涂,1012205,马鞍山,10122,安徽
101220503,含山,1012205,马鞍山,10122,安徽
101220504,和县,1012205,马鞍山,10122,安徽
101220601,安庆,1012206,安庆,10122,安徽
101220602,枞阳,1012206,安庆,10122,安徽
101220603,太湖,1012206,安庆,10122,安徽
101220604,潜山,1012206,安庆,10122,安徽
101220605,怀宁,1012206,安庆,10122,安徽
101220606,宿松,1012206,安庆,10122,安徽
101220607,望江,1012206,安庆,10122,安徽
101220608,岳西,1012206,安庆,10122,安徽
101220609,桐城,1012206,安庆,10122,安徽
101220701,宿州,1012207,宿州,10122,安徽
101220702,砀山,1012207,宿州,10122,安徽
101220703,灵璧,1012207,宿州,10122,安徽
101220704,泗县,1012207,宿州,10122,安徽
101220705,萧县,1012207,宿州,10122,安徽
101220801,阜阳,1012208,阜阳,10122,安徽
101220802,阜南,1012208,阜阳,10122,安徽
101220803,颍上,1012208,阜阳,10122,安徽
101220804,临泉,1012208,阜阳,10122,安徽
101220805,界首,1012208,阜阳,10122,安徽
101220806,太和,1012208,阜阳,10122,安徽
101220901,亳州,1012209,亳州,10122,安徽
101220902,涡阳,1012209,亳州,10122,安徽
101220903,利辛,1012209,亳州,10122,安徽
101220904,蒙城,1012209,亳州,10122,安徽
101221001,黄山,1012210,黄山,10122,安徽
101221002,黄山区,1012210,黄山,10122,安徽
101221003,屯溪,1012210,黄山,10122,安徽
101221004,祁门,1012210,黄山,10122,安徽
101221005,黟县,1012210,黄山,10122,安徽
101221006,歙县,1012210,黄山,10122,安徽
101221007,休宁,1012210,黄山,10122,安徽
101221008,黄山风景区,1012210,黄山,10122,安徽
101221101,滁州,1012211,滁州,10122,安徽
101221102,凤阳,1012211,滁州,10122,安徽
101221103,明光,1012211,滁州,10122,安徽
101221104,定远,1012211,滁州,10122,安徽
101221105,全椒,1012211,滁州,10122,安徽
101221106,来安,1012211,滁州,10122,安徽
101221107,天长,1012211,滁州,10122,安徽
101221201,淮北,1012212,淮北,10122,安徽
101221202,濉溪,1012212,淮北,10122,安徽
101221301,铜陵,1012213,铜陵,10122,安徽
101221401,宣城,1012214,宣城,10122,安徽
101221402,泾县,1012214,宣城,10122,安徽
101221403,旌德,1012214,宣城,10122,安徽
101221404,宁国,1012214,宣城,10122,安徽
101221405,绩溪,1012214,宣城,10122,安徽
101221406,广德,1012214,宣城,10122,安徽
101221407,郎溪,1012214,宣城,10122,安徽
101221501,六安,1012215,六安,10122,安徽
101221502,霍邱,1012215,六安,10122,安徽
101221503,寿县,1012215,六安,10122,安徽
101221505,金寨,1012215,六安,10122,安徽
101221506,霍山,1012215,六安,10122,安徽
101221507,舒城,1012215,六安,10122,安徽
101221701,池州,1012217,池州,10122,安徽
101221702,东至,1012217,池州,10122,安徽
101221703,青阳,1012217,池州,10122,安徽
101221704,九华山,1012217,池州,10122,安徽
101221705,石台,1012217,池州,10122,安徽
101230101,福州,1012301,福州,10123,福建
101230102,闽清,1012301,福州,10123,福建
101230103,闽侯,1012301,福州,10123,福建
101230104,罗源,1012301,福州,10123,福建
101230105,连江,1012301,福州,10123,福建
101230107,永泰,1012301,福州,10123,福建
101230108,平潭,1012301,福州,10123,福建
101230110,长乐,1012301,福州,10123,福建
101230111,福清,1012301,福州,10123,福建
101230201,厦门,1012302,厦门,10123,福建
101230202,同安,1012302,厦门,10123,福建
101230301,宁德,1012303,宁德,10123,福建
101230302,古田,1012303,宁德,10123,福建
101230303,霞浦,1012303,宁德,10123,福建
101230304,寿宁,1012303,宁德,10123,福建
101230305,周宁,1012303,宁德,10123,福建
101230306,福安,1012303,宁德,10123,福建
101230307,柘荣,1012303,宁德,10123,福建
101230308,福鼎,1012303,宁德,10123,福建
101230309,屏南,1012303,宁德,10123,福建
101230401,莆田,1012304,莆田,10123,福建
101230402,仙游,1012304,莆田,10123,福建
101230403,秀屿港,1012304,莆田,10123,福建
101230404,涵江,1012304,莆田,10123,福建
101230405,秀屿,1012304,莆田,10123,福建
101230406,荔城,1012304,莆田,10123,福建
101230407,城厢,1012304,莆田,10123,福建
101230501,泉州,1012305,泉州,10123,福建
101230502,安溪,1012305,泉州,10123,福建
101230504,永春,1012305,泉州,10123,福建
101230505,德化,1012305,泉州,10123,福建
101230506,南安,1012305,泉州,10123,福建
101230507,崇武,1012305,泉州,10123,福建
101230508,惠安,1012305,泉州,10123,福建
101230509,晋江,1012305,泉州,10123,福建
101230510,石狮,1012305,泉州,10123,福建
101230601,漳州,1012306,漳州,10123,福建
101230602,长泰,1012306,漳州,10123,福建
101230603,南靖,1012306,漳州,10123,福建
101230604,平和,1012306,漳州,10123,福建
101230605,龙海,1012306,漳州,10123,福建
101230606,漳浦,1012306,漳州,10123,福建
101230607,诏安,1012306,漳州,10123,福建
101230608,东山,1012306,漳州,10123,福建
101230609,云霄,1012306,漳州,10123,福建
101230610,华安,1012306,漳州,10123,福建
101230701,龙岩,1012307,龙岩,10123,福建
101230702,长汀,1012307,龙岩,10123,福建
101230703,连城,1012307,龙岩,10123,福建
101230704,武平,1012307,龙岩,10123,福建
101230705,上杭,1012307,龙岩,10123,福建
101230706,永定,1012307,龙岩,10123,福建
101230707,漳平,1012307,龙岩,10123,福建
101230801,三明,1012308,三明,10123,福建
101230802,宁化,1012308,三明,10123,福建
101230803,清流,1012308,三明,10123,福建
101230804,泰宁,1012308,三明,10123,福建
101230805,将乐,1012308,三明,10123,福建
101230806,建宁,1012308,三明,10123,福建
101230807,明溪,1012308,三明,10123,福建
101230808,沙县,1012308,三明,10123,福建
101230809,尤溪,1012308,三明,10123,福建
101230810,永安,1012308,三明,10123,福建
101230811,大田,1012308,三明,10123,福建
101230901,南平,1012309,南平,10123,福建
101230902,顺昌,1012309,南平,10123,福建
101230903,光泽,1012309,南平,10123,福建
101230904,邵武,1012309,南平,10123,福建
101230905,武夷山,1012309,南平,10123,福建
101230906,浦城,1012309,南平,10123,福建
101230907,建阳,1012309,南平,10123,福建
101230908,松溪,1012309,南平,10123,福建
101230909,政和,1012309,南平,10123,福建
101230910,建瓯,1012309,南平,10123,福建
101231001,钓鱼岛,1012310,钓鱼岛,10123,福建
101240101,南昌,1012401,南昌,10124,江西
101240102,新建,1012401,南昌,10124,江西
101240103,南昌县,1012401,南昌,10124,江西
101240104,安义,1012401,南昌,10124,江西
101240105,进贤,1012401,南昌,10124,江西
101240201,九江,1012402,九江,10124,江西
101240202,瑞昌,1012402,九江,10124,江西
101240203,庐山,1012402,九江,10124,江西
101240204,武宁,1012402,九江,10124,江西
101240205,德安,1012402,九江,10124,江西
101240206,永修,1012402,九江,10124,江西
101240207,湖口,1012402,九江,10124,江西
101240208,彭泽,1012402,九江,10124,江西
101240209,星子,1012402,九江,10124,江西
101240210,都昌,1012402,九江,10124,江西
101240212,修水,1012402,九江,10124,江西
101240301,上饶,1012403,上饶,10124,江西
101240302,鄱阳,1012403,上饶,10124,江西
101240303,婺源,1012403,上饶,10124,江西
101240305,余干,1012403,上饶,10124,江西
101240306,万年,1012403,上饶,10124,江西
101240307,德兴,1012403,上饶,10124,江西
101240308,上饶县,1012403,上饶,10124,江西
101240309,弋阳,1012403,上饶,10124,江西
101240310,横峰,1012403,上饶,10124,江西
101240311,铅山,1012403,上饶,10124,江西
101240312,玉山,1012403,上饶,10124,江西
101240313,广丰,1012403,上饶,10124,江西
101240401,抚州,1012404,抚州,10124,江西
101240402,广昌,1012404,抚州,10124,江西
101240403,乐安,1012404,抚州,10124,江西
101240404,崇仁,1012404,抚州,10124,江西
101240405,金溪,1012404,抚州,10124,江西
101240406,资溪,1012404,抚州,10124,江西
101240407,宜黄,1012404,抚州,10124,江西
101240408,南城,1012404,抚州,10124,江西
101240409,南丰,1012404,抚州,10124,江西
101240410,黎川,1012404,抚州,10124,江西
101240411,东乡,1012404,抚州,10124,江西
101240501,宜春,1012405,宜春,10124,江西
101240502,铜鼓,1012405,宜春,10124,江西
101240503,宜丰,1012405,宜春,10124,江西
101240504,万载,1012405,宜春,10124,江西
101240505,上高,1012405,宜春,10124,江西
101240506,靖安,1012405,宜春,10124,江西
101240507,奉新,1012405,宜春,10124,江西
101240508,高安,1012405,宜春,10124,江西
101240509,樟树,1012405,宜春,10124,江西
101240510,丰城,1012405,宜春,10124,江西
101240601,吉安,1012406,吉安,10124,江西
101240602,吉安县,1012406,吉安,10124,江西
101240603,吉水,1012406,吉安,10124,江西
101240604,新干,1012406,吉安,10124,江西
101240605,峡江,1012406,吉安,10124,江西
101240606,永丰,1012406,吉安,10124,江西
101240607,永新,1012406,吉安,10124,江西
101240608,井冈山,1012406,吉安,10124,江西
101240609,万安,1012406,吉安,10124,江西
101240610,遂川,1012406,吉安,10124,江西
101240611,泰和,1012406,吉安,10124,江西
101240612,安福,1012406,吉安,10124,江西
101240613,宁冈,1012406,吉安,10124,江西
101240701,赣州,1012407,赣州,10124,江西
101240702,崇义,1012407,赣州,10124,江西
101240703,上犹,1012407,赣州,10124,江西
101240704,南康,1012407,赣州,10124,江西
101240705,大余,1012407,赣州,10124,江西
101240706,信丰,1012407,赣州,10124,江西
101240707,宁都,1012407,赣州,10124,江西
101240708,石城,1012407,赣州,10124,江西
101240709,瑞金,1012407,赣州,10124,江西
101240710,于都,1012407,赣州,10124,江西
101240711,会昌,1012407,赣州,10124,江西
101240712,安远,1012407,赣州,10124,江西
101240713,全南,1012407,赣州,10124,江西
101240714,龙南,1012407,赣州,10124,江西
101240715,定南,1012407,赣州,10124,江西
101240716,寻乌,1012407,赣州,10124,江西
101240717,兴国,1012407,赣州,10124,江西
101240718,赣县,1012407,赣州,10124,江西
101240801,景德镇,1012408,景德镇,10124,江西
101240802,乐平,1012408,景德镇,10124,江西
101240803,浮梁,1012408,景德镇,10124,江西
101240901,萍乡,1012409,萍乡,10124,江西
101240902,莲花,1012409,萍乡,10124,江西
101240903,上栗,1012409,萍乡,10124,江西
101240904,安源,1012409,萍乡,10124,江西
101240905,芦溪,1012409,萍乡,10124,江西
101240906,湘东,1012409,萍乡,10124,江西
101241001,新余,1012410,新余,10124,江西
101241002,分宜,1012410,新余,10124,江西
101241101,鹰潭,1012411,鹰潭,10124,江西
101241102,余江,1012411,鹰潭,10124,江西
101241103,贵溪,1012411,鹰潭,10124,江西
101250101,长沙,1012501,长沙,10125,湖南
101250102,宁乡,1012501,长沙,10125,湖南
101250103,浏阳,1012501,长沙,10125,湖南
101250104,马坡岭,1012501,长沙,10125,湖南
101250105,望城,1012501,长沙,10125,湖南
101250201,湘潭,1012502,湘潭,10125,湖南
101250202,韶山,1012502,湘潭,10125,湖南
101250203,湘乡,1012502,湘潭,10125,湖南
101250301,株洲,1012503,株洲,10125,湖南
101250302,攸县,1012503,株洲,10125,湖南
101250303,醴陵,1012503,株洲,10125,湖南
101250305,茶陵,1012503,株洲,10125,湖南
101250306,炎陵,1012503,株洲,10125,湖南
101250401,衡阳,1012504,衡阳,10125,湖南
101250402,衡山,1012504,衡阳,10125,湖南
101250403,衡东,1012504,衡阳,10125,湖南
101250404,祁东,1012504,衡阳,10125,湖南
101250405,衡阳县,1012504,衡阳,10125,湖南
101250406,常宁,1012504,衡阳,10125,湖南
101250407,衡南,1012504,衡阳,10125,湖南
101250408,耒阳,1012504,衡阳,10125,湖南
101250409,南岳,1012504,衡阳,10125,湖南
101250501,郴州,1012505,郴州,10125,湖南
101250502,桂阳,1012505,郴州,10125,湖南
101250503,嘉禾,1012505,郴州,10125,湖南
101250504,宜章,1012505,郴州,10125,湖南
101250505,临武,1012505,郴州,10125,湖南
101250507,资兴,1012505,郴州,10125,湖南
101250508,汝城,1012505,郴州,10125,湖南
101250509,安仁,1012505,郴州,10125,湖南
101250510,永兴,1012505,郴州,10125,湖南
101250511,桂东,1012505,郴州,10125,湖南
101250512,苏仙,1012505,郴州,10125,湖南
101250601,常德,1012506,常德,10125,湖南
101250602,安乡,1012506,常德,10125,湖南
101250603,桃源,1012506,常德,10125,湖南
101250604,汉寿,1012506,常德,10125,湖南
101250605,澧县,1012506,常德,10125,湖南
101250606,临澧,1012506,常德,10125,湖南
101250607,石门,1012506,常德,10125,湖南
101250608,津市,1012506,常德,10125,湖南
101250700,益阳,1012507,益阳,10125,湖南
101250701,赫山区,1012507,益阳,10125,湖南
101250702,南县,1012507,益阳,10125,湖南
101250703,桃江,1012507,益阳,10125,湖南
101250704,安化,1012507,益阳,10125,湖南
101250705,沅江,1012507,益阳,10125,湖南
101250801,娄底,1012508,娄底,10125,湖南
101250802,双峰,1012508,娄底,10125,湖南
101250803,冷水江,1012508,娄底,10125,湖南
101250805,新化,1012508,娄底,10125,湖南
101250806,涟源,1012508,娄底,10125,湖南
101250901,邵阳,1012509,邵阳,10125,湖南
101250902,隆回,1012509,邵阳,10125,湖南
101250903,洞口,1012509,邵阳,10125,湖南
101250904,新邵,1012509,邵阳,10125,湖南
101250905,邵东,1012509,邵阳,10125,湖南
101250906,绥宁,1012509,邵阳,10125,湖南
101250907,新宁,1012509,邵阳,10125,湖南
101250908,武冈,1012509,邵阳,10125,湖南
101250909,城步,1012509,邵阳,10125,湖南
101250910,邵阳县,1012509,邵阳,10125,湖南
101251001,岳阳,1012510,岳阳,10125,湖南
101251002,华容,1012510,岳阳,10125,湖南
101251003,湘阴,1012510,岳阳,10125,湖南
101251004,汨罗,1012510,岳阳,10125,湖南
101251005,平江,1012510,岳阳,10125,湖南
101251006,临湘,1012510,岳阳,10125,湖南
101251101,张家界,1012511,张家界,10125,湖南
101251102,桑植,1012511,张家界,10125,湖南
101251103,慈利,1012511,张家界,10125,湖南
101251104,武陵源,1012511,张家界,10125,湖南
101251201,怀化,1012512,怀化,10125,湖南
101251203,沅陵,1012512,怀化,10125,湖南
101251204,辰溪,1012512,怀化,10125,湖南
101251205,靖州,1012512,怀化,10125,湖南
101251206,会同,1012512,怀化,10125,湖南
101251207,通道,1012512,怀化,10125,湖南
101251208,麻阳,1012512,怀化,10125,湖南
101251209,新晃,1012512,怀化,10125,湖南
101251210,芷江,1012512,怀化,10125,湖南
101251211,溆浦,1012512,怀化,10125,湖南
101251212,中方,1012512,怀化,10125,湖南
101251213,洪江,1012512,怀化,10125,湖南
101251401,永州,1012514,永州,10125,湖南
101251402,祁阳,1012514,永州,10125,湖南
101251403,东安,1012514,永州,10125,湖南
101251404,双牌,1012514,永州,10125,湖南
101251405,道县,1012514,永州,10125,湖南
101251406,宁远,1012514,永州,10125,湖南
101251407,江永,1012514,永州,10125,湖南
101251408,蓝山,1012514,永州,10125,湖南
101251409,新田,1012514,永州,10125,湖南
101251410,江华,1012514,永州,10125,湖南
101251411,冷水滩,1012514,永州,10125,湖南
101251501,吉首,1012515,湘西,10125,湖南
101251502,保靖,1012515,湘西,10125,湖南
101251503,永顺,1012515,湘西,10125,湖南
101251504,古丈,1012515,湘西,10125,湖南
101251505,凤凰,1012515,湘西,10125,湖南
101251506,泸溪,1012515,湘西,10125,湖南
101251507,龙山,1012515,湘西,10125,湖南
101251508,花垣,1012515,湘西,10125,湖南
101260101,贵阳,1012601,贵阳,10126,贵州
101260102,白云,1012601,贵阳,10126,贵州
101260103,花溪,1012601,贵阳,10126,贵州
101260104,乌当,1012601,贵阳,10126,贵州
101260105,息烽,1012601,贵阳,10126,贵州
101260106,开阳,1012601,贵阳,10126,贵州
101260107,修文,1012601,贵阳,10126,贵州
101260108,清镇,1012601,贵阳,10126,贵州
101260109,小河,1012601,贵阳,10126,贵州
101260110,云岩,1012601,贵阳,10126,贵州
101260111,南明,1012601,贵阳,10126,贵州
101260201,遵义,1012602,遵义,10126,贵州
101260202,遵义县,1012602,遵义,10126,贵州
101260203,仁怀,1012602,遵义,10126,贵州
101260204,绥阳,1012602,遵义,10126,贵州
101260205,湄潭,1012602,遵义,10126,贵州
101260206,凤冈,1012602,遵义,10126,贵州
101260207,桐梓,1012602,遵义,10126,贵州
101260208,赤水,1012602,遵义,10126,贵州
101260209,习水,1012602,遵义,10126,贵州
101260210,道真,1012602,遵义,10126,贵州
101260211,正安,1012602,遵义,10126,贵州
101260212,务川,1012602,遵义,10126,贵州
101260213,余庆,1012602,遵义,10126,贵州
101260214,汇川,1012602,遵义,10126,贵州
101260215,红花岗,1012602,遵义,10126,贵州
101260301,安顺,1012603,安顺,10126,贵州
101260302,普定,1012603,安顺,10126,贵州
101260303,镇宁,1012603,安顺,10126,贵州
101260304,平坝,1012603,安顺,10126,贵州
101260305,紫云,1012603,安顺,10126,贵州
101260306,关岭,1012603,安顺,10126,贵州
101260401,都匀,1012604,黔南,10126,贵州
101260402,贵定,1012604,黔南,10126,贵州
101260403,瓮安,1012604,黔南,10126,贵州
101260404,长顺,1012604,黔南,10126,贵州
101260405,福泉,1012604,黔南,10126,贵州
101260406,惠水,1012604,黔南,10126,贵州
101260407,龙里,1012604,黔南,10126,贵州
101260408,罗甸,1012604,黔南,10126,贵州
101260409,平塘,1012604,黔南,10126,贵州
101260410,独山,1012604,黔南,10126,贵州
101260411,三都,1012604,黔南,10126,贵州
101260412,荔波,1012604,黔南,10126,贵州
101260501,凯里,1012605,黔东南,10126,贵州
101260502,岑巩,1012605,黔东南,10126,贵州
101260503,施秉,1012605,黔东南,10126,贵州
101260504,镇远,1012605,黔东南,10126,贵州
101260505,黄平,1012605,黔东南,10126,贵州
101260507,麻江,1012605,黔东南,10126,贵州
101260508,丹寨,1012605,黔东南,10126,贵州
101260509,三穗,1012605,黔东南,10126,贵州
101260510,台江,1012605,黔东南,10126,贵州
101260511,剑河,1012605,黔东南,10126,贵州
101260512,雷山,1012605,黔东南,10126,贵州
101260513,黎平,1012605,黔东南,10126,贵州
101260514,天柱,1012605,黔东南,10126,贵州
101260515,锦屏,1012605,黔东南,10126,贵州
101260516,榕江,1012605,黔东南,10126,贵州
101260517,从江,1012605,黔东南,10126,贵州
101260601,铜仁,1012606,铜仁,10126,贵州
101260602,江口,1012606,铜仁,10126,贵州
101260603,玉屏,1012606,铜仁,10126,贵州
101260604,万山,1012606,铜仁,10126,贵州
101260605,思南,1012606,铜仁,10126,贵州
101260607,印江,1012606,铜仁,10126,贵州
101260608,石阡,1012606,铜仁,10126,贵州
101260609,沿河,1012606,铜仁,10126,贵州
101260610,德江,1012606,铜仁,10126,贵州
101260611,松桃,1012606,铜仁,10126,贵州
101260701,毕节,1012607,毕节,10126,贵州
101260702,赫章,1012607,毕节,10126,贵州
101260703,金沙,1012607,毕节,10126,贵州
101260704,威宁,1012607,毕节,10126,贵州
101260705,大方,1012607,毕节,10126,贵州
101260706,纳雍,1012607,毕节,10126,贵州
101260707,织金,1012607,毕节,10126,贵州
101260708,黔西,1012607,毕节,10126,贵州
101260801,水城,1012608,六盘水,10126,贵州
101260802,六枝,1012608,六盘水,10126,贵州
101260804,盘县,1012608,六盘水,10126,贵州
101260901,兴义,1012609,黔西南,10126,贵州
